¤é´Á,,
2008/06/24,3.5200,
2008/06/25,3.5400,
2008/06/26,3.4400,
2008/06/27,3.3600,
2008/06/30,3.3400,
2008/07/01,3.3300,
2008/07/02,3.3100,
2008/07/03,3.2800,
2008/07/07,3.2300,
2008/07/08,3.1900,
2008/07/09,3.1100,
2008/07/10,3.1000,
2008/07/11,3.2700,
2008/07/14,3.2000,
2008/07/15,3.1200,
2008/07/16,3.2000,
2008/07/17,3.3500,
2008/07/18,3.4200,
2008/07/21,3.4100,
2008/07/22,3.4800,
2008/07/23,3.5100,
2008/07/24,3.3700,
2008/07/25,3.4500,
2008/07/28,3.3400,
2008/07/29,3.3900,
2008/07/30,3.3600,
2008/07/31,3.2500,
2008/08/01,3.2300,
2008/08/04,3.2300,
2008/08/05,3.2800,
2008/08/06,3.3000,
2008/08/07,3.1600,
2008/08/08,3.2100,
2008/08/11,3.2700,
2008/08/12,3.1600,
2008/08/13,3.2100,
2008/08/14,3.1500,
2008/08/15,3.1100,
2008/08/18,3.0700,
2008/08/19,3.0700,
2008/08/20,3.0000,
2008/08/21,3.0800,
2008/08/22,3.1400,
2008/08/25,3.0400,
2008/08/26,3.0600,
2008/08/27,3.0200,
2008/08/28,3.0900,
2008/08/29,3.1000,
2008/09/02,3.0000,
2008/09/03,2.9500,
2008/09/04,2.8700,
2008/09/05,2.9100,
2008/09/08,2.9600,
2008/09/09,2.9000,
2008/09/10,2.9100,
2008/09/11,2.8700,
2008/09/12,2.9700,
2008/09/15,2.5900,
2008/09/16,2.6400,
2008/09/17,2.5200,
2008/09/18,2.6700,
2008/09/19,3.0100,
2008/09/22,3.0400,
2008/09/23,3.0300,
2008/09/24,2.9100,
2008/09/25,3.0900,
2008/09/26,3.0500,
2008/09/29,2.7000,
2008/09/30,2.9800,
2008/10/01,2.8700,
2008/10/02,2.6800,
2008/10/03,2.6400,
2008/10/06,2.4500,
2008/10/07,2.4500,
2008/10/08,2.7000,
2008/10/09,2.7900,
2008/10/10,2.7700,
2008/10/14,3.0100,
2008/10/15,2.9000,
2008/10/16,2.8400,
2008/10/17,2.8300,
2008/10/20,2.8200,
2008/10/21,2.6300,
2008/10/22,2.5600,
2008/10/23,2.5700,
2008/10/24,2.6400,
2008/10/27,2.6700,
2008/10/28,2.7500,
2008/10/29,2.7700,
2008/10/30,2.8400,
2008/10/31,2.8000,
2008/11/03,2.7100,
2008/11/04,2.5600,
2008/11/05,2.5000,
2008/11/06,2.4600,
2008/11/07,2.5600,
2008/11/10,2.5100,
2008/11/12,2.3700,
2008/11/13,2.4300,
2008/11/14,2.3300,
2008/11/17,2.3200,
2008/11/18,2.2200,
2008/11/19,2.0800,
2008/11/20,1.9400,
2008/11/21,2.0200,
2008/11/24,2.2400,
2008/11/25,2.0600,
2008/11/26,2.0100,
2008/11/28,1.9300,
2008/12/01,1.7100,
2008/12/02,1.6500,
2008/12/03,1.6000,
2008/12/04,1.5100,
2008/12/05,1.6700,
2008/12/08,1.7600,
2008/12/09,1.6100,
2008/12/10,1.6200,
2008/12/11,1.5500,
2008/12/12,1.5500,
2008/12/15,1.5000,
2008/12/16,1.3400,
2008/12/17,1.3500,
2008/12/18,1.2600,
2008/12/19,1.3500,
2008/12/22,1.4000,
2008/12/23,1.5300,
2008/12/24,1.5400,
2008/12/26,1.5100,
2008/12/29,1.4500,
2008/12/30,1.4700,
2008/12/31,1.5500,
2009/01/02,1.7200,
2009/01/05,1.6700,
2009/01/06,1.6800,
2009/01/07,1.6600,
2009/01/08,1.6000,
2009/01/09,1.5100,
2009/01/12,1.4500,
2009/01/13,1.4400,
2009/01/14,1.3600,
2009/01/15,1.3600,
2009/01/16,1.4700,
2009/01/20,1.4800,
2009/01/21,1.6000,
2009/01/22,1.6100,
2009/01/23,1.6400,
2009/01/26,1.6700,
2009/01/27,1.5900,
2009/01/28,1.7000,
2009/01/29,1.8700,
2009/01/30,1.8500,
2009/02/02,1.7500,
2009/02/03,1.8800,
2009/02/04,1.9100,
2009/02/05,1.8900,
2009/02/06,1.9700,
2009/02/09,1.9900,
2009/02/10,1.7900,
2009/02/11,1.7600,
2009/02/12,1.7300,
2009/02/13,1.8800,
2009/02/17,1.6500,
2009/02/18,1.8100,
2009/02/19,1.8900,
2009/02/20,1.8100,
2009/02/23,1.8400,
2009/02/24,1.8900,
2009/02/25,2.0600,
2009/02/26,2.0700,
2009/02/27,1.9900,
2009/03/02,1.8600,
2009/03/03,1.8700,
2009/03/04,1.9700,
2009/03/05,1.8200,
2009/03/06,1.8300,
2009/03/09,1.9000,
2009/03/10,1.9900,
2009/03/11,1.9600,
2009/03/12,1.9200,
2009/03/13,1.8700,
2009/03/16,1.9100,
2009/03/17,2.0000,
2009/03/18,1.5400,
2009/03/19,1.6400,
2009/03/20,1.6600,
2009/03/23,1.6900,
2009/03/24,1.7000,
2009/03/25,1.8400,
2009/03/26,1.8000,
2009/03/27,1.7900,
2009/03/30,1.7200,
2009/03/31,1.6700,
2009/04/01,1.6500,
2009/04/02,1.7400,
2009/04/03,1.8700,
2009/04/06,1.9000,
2009/04/07,1.8700,
2009/04/08,1.8300,
2009/04/09,1.9000,
2009/04/13,1.8100,
2009/04/14,1.7100,
2009/04/15,1.7100,
2009/04/16,1.7900,
2009/04/17,1.9100,
2009/04/20,1.8200,
2009/04/21,1.8700,
2009/04/22,1.9200,
2009/04/23,1.8900,
2009/04/24,1.9600,
2009/04/27,1.8700,
2009/04/28,1.9700,
2009/04/29,2.0100,
2009/04/30,2.0200,
2009/05/01,2.0300,
2009/05/04,2.0300,
2009/05/05,2.0500,
2009/05/06,2.0600,
2009/05/07,2.1500,
2009/05/08,2.1500,
2009/05/11,2.0400,
2009/05/12,2.0200,
2009/05/13,1.9800,
2009/05/14,1.9800,
2009/05/15,2.0100,
2009/05/18,2.0900,
2009/05/19,2.1200,
2009/05/20,2.0500,
2009/05/21,2.1600,
2009/05/22,2.2300,
2009/05/26,2.3000,
2009/05/27,2.4300,
2009/05/28,2.4600,
2009/05/29,2.3400,
2009/06/01,2.5500,
2009/06/02,2.5200,
2009/06/03,2.4300,
2009/06/04,2.5600,
2009/06/05,2.8500,
2009/06/08,2.9500,
2009/06/09,2.8600,
2009/06/10,2.9300,
2009/06/11,2.8700,
2009/06/12,2.8100,
2009/06/15,2.7500,
2009/06/16,2.7000,
2009/06/17,2.6900,
2009/06/18,2.8600,
2009/06/19,2.8200,
2009/06/22,2.7500,
2009/06/23,2.7100,
2009/06/24,2.7400,
2009/06/25,2.5800,
2009/06/26,2.5300,
2009/06/29,2.5300,
2009/06/30,2.5400,
2009/07/01,2.5100,
2009/07/02,2.4300,
2009/07/06,2.4000,
2009/07/07,2.3600,
2009/07/08,2.2300,
2009/07/09,2.3300,
2009/07/10,2.2200,
2009/07/13,2.2700,
2009/07/14,2.3700,
2009/07/15,2.5200,
2009/07/16,2.4600,
2009/07/17,2.5200,
2009/07/20,2.4600,
2009/07/21,2.3600,
2009/07/22,2.4300,
2009/07/23,2.6000,
2009/07/24,2.5700,
2009/07/27,2.6300,
2009/07/28,2.6300,
2009/07/29,2.6900,
2009/07/30,2.6600,
2009/07/31,2.5300,
2009/08/03,2.6600,
2009/08/04,2.6800,
2009/08/05,2.7300,
2009/08/06,2.7300,
2009/08/07,2.8400,
2009/08/10,2.7500,
2009/08/11,2.6900,
2009/08/12,2.7000,
2009/08/13,2.5800,
2009/08/14,2.5100,
2009/08/17,2.4300,
2009/08/18,2.4800,
2009/08/19,2.4300,
2009/08/20,2.4300,
2009/08/21,2.5800,
2009/08/24,2.5000,
2009/08/25,2.4800,
2009/08/26,2.4600,
2009/08/27,2.4800,
2009/08/28,2.4600,
2009/08/31,2.3900,
2009/09/01,2.3300,
2009/09/02,2.2600,
2009/09/03,2.2900,
2009/09/04,2.3600,
2009/09/08,2.3800,
2009/09/09,2.3800,
2009/09/10,2.2900,
2009/09/11,2.2900,
2009/09/14,2.3700,
2009/09/15,2.4100,
2009/09/16,2.4600,
2009/09/17,2.4100,
2009/09/18,2.4900,
2009/09/21,2.4700,
2009/09/22,2.4500,
2009/09/23,2.4000,
2009/09/24,2.3700,
2009/09/25,2.3600,
2009/09/28,2.3300,
2009/09/29,2.3400,
2009/09/30,2.3100,
2009/10/01,2.2000,
2009/10/02,2.2200,
2009/10/05,2.2100,
2009/10/06,2.2500,
2009/10/07,2.1600,
2009/10/08,2.2200,
2009/10/09,2.3600,
2009/10/13,2.2800,
2009/10/14,2.3600,
2009/10/15,2.4100,
2009/10/16,2.3700,
2009/10/19,2.3600,
2009/10/20,2.3000,
2009/10/21,2.3800,
2009/10/22,2.3900,
2009/10/23,2.4600,
2009/10/26,2.5300,
2009/10/27,2.4100,
2009/10/28,2.3700,
2009/10/29,2.4400,
2009/10/30,2.3100,
2009/11/02,2.3300,
2009/11/03,2.3600,
2009/11/04,2.3900,
2009/11/05,2.3500,
2009/11/06,2.3000,
2009/11/09,2.3100,
2009/11/10,2.3100,
2009/11/12,2.2800,
2009/11/13,2.2800,
2009/11/16,2.1900,
2009/11/17,2.1900,
2009/11/18,2.2100,
2009/11/19,2.1800,
2009/11/20,2.2000,
2009/11/23,2.2000,
2009/11/24,2.1500,
2009/11/25,2.1100,
2009/11/27,2.0300,
2009/11/30,2.0100,
2009/12/01,2.0300,
2009/12/02,2.0900,
2009/12/03,2.1400,
2009/12/04,2.2400,
2009/12/07,2.1900,
2009/12/08,2.1200,
2009/12/09,2.1500,
2009/12/10,2.1900,
2009/12/11,2.2600,
2009/12/14,2.3000,
2009/12/15,2.3500,
2009/12/16,2.3500,
2009/12/17,2.2400,
2009/12/18,2.3000,
2009/12/21,2.4300,
2009/12/22,2.4900,
2009/12/23,2.5100,
2009/12/24,2.5700,
2009/12/28,2.6200,
2009/12/29,2.6200,
2009/12/30,2.6100,
2009/12/31,2.6900,
2010/01/04,2.6500,
2010/01/05,2.5600,
2010/01/06,2.6000,
2010/01/07,2.6200,
2010/01/08,2.5700,
2010/01/11,2.5800,
2010/01/12,2.4900,
2010/01/13,2.5500,
2010/01/14,2.5100,
2010/01/15,2.4400,
2010/01/19,2.4800,
2010/01/20,2.4500,
2010/01/21,2.3800,
2010/01/22,2.3700,
2010/01/25,2.3900,
2010/01/26,2.3800,
2010/01/27,2.4300,
2010/01/28,2.4100,
2010/01/29,2.3400,
2010/02/01,2.3800,
2010/02/02,2.3700,
2010/02/03,2.4000,
2010/02/04,2.2900,
2010/02/05,2.2300,
2010/02/08,2.2600,
2010/02/09,2.3200,
2010/02/10,2.3900,
2010/02/11,2.3900,
2010/02/12,2.3500,
2010/02/16,2.3200,
2010/02/17,2.4000,
2010/02/18,2.4600,
2010/02/19,2.4800,
2010/02/22,2.4700,
2010/02/23,2.3700,
2010/02/24,2.4000,
2010/02/25,2.3300,
2010/02/26,2.3000,
2010/03/01,2.2800,
2010/03/02,2.2700,
2010/03/03,2.2700,
2010/03/04,2.2800,
2010/03/05,2.3500,
2010/03/08,2.3600,
2010/03/09,2.3400,
2010/03/10,2.3900,
2010/03/11,2.4300,
2010/03/12,2.4200,
2010/03/15,2.4200,
2010/03/16,2.3700,
2010/03/17,2.3800,
2010/03/18,2.4400,
2010/03/19,2.4800,
2010/03/22,2.4300,
2010/03/23,2.4400,
2010/03/24,2.6200,
2010/03/25,2.6500,
2010/03/26,2.5900,
2010/03/29,2.6000,
2010/03/30,2.6000,
2010/03/31,2.5500,
2010/04/01,2.5900,
2010/04/02,2.6700,
2010/04/05,2.7500,
2010/04/06,2.7100,
2010/04/07,2.6200,
2010/04/08,2.6400,
2010/04/09,2.6500,
2010/04/12,2.6000,
2010/04/13,2.5800,
2010/04/14,2.6100,
2010/04/15,2.5700,
2010/04/16,2.4900,
2010/04/19,2.5400,
2010/04/20,2.5600,
2010/04/21,2.5200,
2010/04/22,2.5700,
2010/04/23,2.6100,
2010/04/26,2.6000,
2010/04/27,2.4600,
2010/04/28,2.5300,
2010/04/29,2.4900,
2010/04/30,2.4300,
2010/05/03,2.4700,
2010/05/04,2.3800,
2010/05/05,2.3100,
2010/05/06,2.1300,
2010/05/07,2.1700,
2010/05/10,2.2700,
2010/05/11,2.2600,
2010/05/12,2.2900,
2010/05/13,2.2700,
2010/05/14,2.1600,
2010/05/17,2.2000,
2010/05/18,2.1100,
2010/05/19,2.1300,
2010/05/20,2.0400,
2010/05/21,2.0200,
2010/05/24,2.0400,
2010/05/25,2.0100,
2010/05/26,2.0600,
2010/05/27,2.1800,
2010/05/28,2.1000,
2010/06/01,2.0900,
2010/06/02,2.1400,
2010/06/03,2.1700,
2010/06/04,1.9800,
2010/06/07,1.9500,
2010/06/08,1.9800,
2010/06/09,1.9900,
2010/06/10,2.1200,
2010/06/11,2.0300,
2010/06/14,2.0700,
2010/06/15,2.1000,
2010/06/16,2.0600,
2010/06/17,2.0100,
2010/06/18,2.0400,
2010/06/21,2.0500,
2010/06/22,1.9800,
2010/06/23,1.9300,
2010/06/24,1.9300,
2010/06/25,1.9000,
2010/06/28,1.8300,
2010/06/29,1.7800,
2010/06/30,1.7900,
2010/07/01,1.8000,
2010/07/02,1.8200,
2010/07/06,1.7600,
2010/07/07,1.7900,
2010/07/08,1.8000,
2010/07/09,1.8500,
2010/07/12,1.8500,
2010/07/13,1.9000,
2010/07/14,1.8200,
2010/07/15,1.7600,
2010/07/16,1.7000,
2010/07/19,1.7300,
2010/07/20,1.7100,
2010/07/21,1.6600,
2010/07/22,1.6900,
2010/07/23,1.7500,
2010/07/26,1.7600,
2010/07/27,1.8200,
2010/07/28,1.7500,
2010/07/29,1.7000,
2010/07/30,1.6000,
2010/08/02,1.6400,
2010/08/03,1.5500,
2010/08/04,1.6200,
2010/08/05,1.5700,
2010/08/06,1.5100,
2010/08/09,1.5400,
2010/08/10,1.4600,
2010/08/11,1.4400,
2010/08/12,1.4800,
2010/08/13,1.4700,
2010/08/16,1.4000,
2010/08/17,1.4400,
2010/08/18,1.4600,
2010/08/19,1.4100,
2010/08/20,1.4700,
2010/08/23,1.4300,
2010/08/24,1.3600,
2010/08/25,1.4000,
2010/08/26,1.3800,
2010/08/27,1.4900,
2010/08/30,1.3900,
2010/08/31,1.3300,
2010/09/01,1.4100,
2010/09/02,1.4300,
2010/09/03,1.4900,
2010/09/07,1.4100,
2010/09/08,1.4600,
2010/09/09,1.5700,
2010/09/10,1.5900,
2010/09/13,1.5100,
2010/09/14,1.4300,
2010/09/15,1.4600,
2010/09/16,1.4800,
2010/09/17,1.4600,
2010/09/20,1.4300,
2010/09/21,1.3400,
2010/09/22,1.3300,
2010/09/23,1.3400,
2010/09/24,1.3700,
2010/09/27,1.3100,
2010/09/28,1.2500,
2010/09/29,1.2800,
2010/09/30,1.2700,
2010/10/01,1.2600,
2010/10/04,1.2300,
2010/10/05,1.2100,
2010/10/06,1.1600,
2010/10/07,1.1400,
2010/10/08,1.1100,
2010/10/12,1.1400,
2010/10/13,1.1300,
2010/10/14,1.1800,
2010/10/15,1.2000,
2010/10/18,1.1400,
2010/10/19,1.1100,
2010/10/20,1.1100,
2010/10/21,1.1500,
2010/10/22,1.1700,
2010/10/25,1.2000,
2010/10/26,1.2700,
2010/10/27,1.3400,
2010/10/28,1.2300,
2010/10/29,1.1700,
2010/11/01,1.1700,
2010/11/02,1.1500,
2010/11/03,1.1100,
2010/11/04,1.0400,
2010/11/05,1.1000,
2010/11/08,1.1300,
2010/11/09,1.2700,
2010/11/10,1.2300,
2010/11/12,1.3500,
2010/11/15,1.5100,
2010/11/16,1.4900,
2010/11/17,1.4900,
2010/11/18,1.5100,
2010/11/19,1.5400,
2010/11/22,1.4400,
2010/11/23,1.4000,
2010/11/24,1.5600,
2010/11/26,1.5300,
2010/11/29,1.5100,
2010/11/30,1.4700,
2010/12/01,1.6400,
2010/12/02,1.6800,
2010/12/03,1.6400,
2010/12/06,1.5300,
2010/12/07,1.7400,
2010/12/08,1.8700,
2010/12/09,1.9000,
2010/12/10,1.9800,
2010/12/13,1.9100,
2010/12/14,2.0800,
2010/12/15,2.1100,
2010/12/16,2.0600,
2010/12/17,1.9700,
2010/12/20,1.9900,
2010/12/21,1.9900,
2010/12/22,2.0200,
2010/12/23,2.0900,
2010/12/27,2.0800,
2010/12/28,2.1800,
2010/12/29,2.0300,
2010/12/30,2.0600,
2010/12/31,2.0100,
2011/01/03,2.0200,
2011/01/04,2.0100,
2011/01/05,2.1400,
2011/01/06,2.0900,
2011/01/07,1.9600,
2011/01/10,1.9300,
2011/01/11,1.9800,
2011/01/12,1.9900,
2011/01/13,1.9300,
2011/01/14,1.9500,
2011/01/18,1.9700,
2011/01/19,1.9500,
2011/01/20,2.0600,
2011/01/21,2.0400,
2011/01/24,2.0300,
2011/01/25,1.9600,
2011/01/26,2.0300,
2011/01/27,1.9800,
2011/01/28,1.9200,
2011/01/31,1.9500,
2011/02/01,2.0200,
2011/02/02,2.1000,
2011/02/03,2.1800,
2011/02/04,2.2700,
2011/02/07,2.2900,
2011/02/08,2.3900,
2011/02/09,2.3300,
2011/02/10,2.4000,
2011/02/11,2.3800,
2011/02/14,2.3700,
2011/02/15,2.3500,
2011/02/16,2.3700,
2011/02/17,2.3000,
2011/02/18,2.3000,
2011/02/22,2.1600,
2011/02/23,2.2100,
2011/02/24,2.1900,
2011/02/25,2.1600,
2011/02/28,2.1300,
2011/03/01,2.1100,
2011/03/02,2.1600,
2011/03/03,2.3000,
2011/03/04,2.1700,
2011/03/07,2.1900,
2011/03/08,2.2200,
2011/03/09,2.1600,
2011/03/10,2.0500,
2011/03/11,2.0600,
2011/03/14,2.0000,
2011/03/15,2.0000,
2011/03/16,1.8700,
2011/03/17,1.9100,
2011/03/18,1.9600,
2011/03/21,2.0400,
2011/03/22,2.0700,
2011/03/23,2.0700,
2011/03/24,2.1400,
2011/03/25,2.2000,
2011/03/28,2.2300,
2011/03/29,2.2500,
2011/03/30,2.2100,
2011/03/31,2.2100,
2011/04/01,2.2400,
2011/04/04,2.2000,
2011/04/05,2.2800,
2011/04/06,2.3200,
2011/04/07,2.2900,
2011/04/08,2.3100,
2011/04/11,2.3100,
2011/04/12,2.2200,
2011/04/13,2.1900,
2011/04/14,2.2300,
2011/04/15,2.1400,
2011/04/18,2.0900,
2011/04/19,2.0900,
2011/04/20,2.1500,
2011/04/21,2.1400,
2011/04/25,2.1000,
2011/04/26,2.0500,
2011/04/27,2.0600,
2011/04/28,2.0000,
2011/04/29,1.9700,
2011/05/02,1.9600,
2011/05/03,1.9600,
2011/05/04,1.9500,
2011/05/05,1.8800,
2011/05/06,1.8700,
2011/05/09,1.8400,
2011/05/10,1.9100,
2011/05/11,1.8700,
2011/05/12,1.8900,
2011/05/13,1.8600,
2011/05/16,1.8300,
2011/05/17,1.8000,
2011/05/18,1.8700,
2011/05/19,1.8500,
2011/05/20,1.8200,
2011/05/23,1.8000,
2011/05/24,1.8100,
2011/05/25,1.8100,
2011/05/26,1.7200,
2011/05/27,1.7100,
2011/05/31,1.6800,
2011/06/01,1.6000,
2011/06/02,1.6500,
2011/06/03,1.6000,
2011/06/06,1.6000,
2011/06/07,1.5900,
2011/06/08,1.5200,
2011/06/09,1.6000,
2011/06/10,1.5800,
2011/06/13,1.5900,
2011/06/14,1.7000,
2011/06/15,1.5500,
2011/06/16,1.5200,
2011/06/17,1.5300,
2011/06/20,1.5500,
2011/06/21,1.5700,
2011/06/22,1.5800,
2011/06/23,1.4800,
2011/06/24,1.4000,
2011/06/27,1.4700,
2011/06/28,1.6200,
2011/06/29,1.7000,
2011/06/30,1.7600,
2011/07/01,1.8000,
2011/07/05,1.7000,
2011/07/06,1.6600,
2011/07/07,1.7400,
2011/07/08,1.5700,
2011/07/11,1.4900,
2011/07/12,1.4700,
2011/07/13,1.4500,
2011/07/14,1.5100,
2011/07/15,1.4600,
2011/07/18,1.4500,
2011/07/19,1.4500,
2011/07/20,1.4900,
2011/07/21,1.5600,
2011/07/22,1.5300,
2011/07/25,1.5500,
2011/07/26,1.5100,
2011/07/27,1.5600,
2011/07/28,1.5200,
2011/07/29,1.3500,
2011/08/01,1.3200,
2011/08/02,1.2300,
2011/08/03,1.2500,
2011/08/04,1.1200,
2011/08/05,1.2300,
2011/08/08,1.1100,
2011/08/09,0.9100,
2011/08/10,0.9300,
2011/08/11,1.0200,
2011/08/12,0.9600,
2011/08/15,0.9900,
2011/08/16,0.9500,
2011/08/17,0.9200,
2011/08/18,0.9000,
2011/08/19,0.9000,
2011/08/22,0.9400,
2011/08/23,0.9500,
2011/08/24,1.0500,
2011/08/25,0.9800,
2011/08/26,0.9400,
2011/08/29,0.9900,
2011/08/30,0.9400,
2011/08/31,0.9600,
2011/09/01,0.9000,
2011/09/02,0.8800,
2011/09/06,0.8800,
2011/09/07,0.9200,
2011/09/08,0.8800,
2011/09/09,0.8100,
2011/09/12,0.8700,
2011/09/13,0.8900,
2011/09/14,0.9100,
2011/09/15,0.9500,
2011/09/16,0.9400,
2011/09/19,0.8500,
2011/09/20,0.8500,
2011/09/21,0.8800,
2011/09/22,0.7900,
2011/09/23,0.8900,
2011/09/26,0.9200,
2011/09/27,0.9700,
2011/09/28,0.9900,
2011/09/29,0.9800,
2011/09/30,0.9600,
2011/10/03,0.8700,
2011/10/04,0.9000,
2011/10/05,0.9600,
2011/10/06,1.0100,
2011/10/07,1.0800,
2011/10/11,1.1400,
2011/10/12,1.1700,
2011/10/13,1.1100,
2011/10/14,1.1200,
2011/10/17,1.0800,
2011/10/18,1.0700,
2011/10/19,1.0500,
2011/10/20,1.0700,
2011/10/21,1.0800,
2011/10/24,1.1000,
2011/10/25,1.0100,
2011/10/26,1.0900,
2011/10/27,1.2000,
2011/10/28,1.1300,
2011/10/31,0.9900,
2011/11/01,0.9000,
2011/11/02,0.8900,
2011/11/03,0.9100,
2011/11/04,0.8800,
2011/11/07,0.8800,
2011/11/08,0.9200,
2011/11/09,0.8800,
2011/11/10,0.9000,
2011/11/14,0.9100,
2011/11/15,0.9300,
2011/11/16,0.9000,
2011/11/17,0.8800,
2011/11/18,0.9400,
2011/11/21,0.9200,
2011/11/22,0.9100,
2011/11/23,0.8800,
2011/11/25,0.9300,
2011/11/28,0.9100,
2011/11/29,0.9300,
2011/11/30,0.9600,
2011/12/01,0.9700,
2011/12/02,0.9200,
2011/12/05,0.9300,
2011/12/06,0.9400,
2011/12/07,0.8900,
2011/12/08,0.8600,
2011/12/09,0.8900,
2011/12/12,0.8700,
2011/12/13,0.8500,
2011/12/14,0.8600,
2011/12/15,0.8600,
2011/12/16,0.8100,
2011/12/19,0.8200,
2011/12/20,0.8800,
2011/12/21,0.9100,
2011/12/22,0.9100,
2011/12/23,0.9700,
2011/12/27,0.9600,
2011/12/28,0.9100,
2011/12/29,0.8800,
2011/12/30,0.8300,
2012/01/03,0.8900,
2012/01/04,0.8900,
2012/01/05,0.8800,
2012/01/06,0.8600,
2012/01/09,0.8500,
2012/01/10,0.8600,
2012/01/11,0.8200,
2012/01/12,0.8400,
2012/01/13,0.8000,
2012/01/17,0.7900,
2012/01/18,0.8200,
2012/01/19,0.8700,
2012/01/20,0.9100,
2012/01/23,0.9300,
2012/01/24,0.9200,
2012/01/25,0.8100,
2012/01/26,0.7700,
2012/01/27,0.7500,
2012/01/30,0.7300,
2012/01/31,0.7100,
2012/02/01,0.7200,
2012/02/02,0.7100,
2012/02/03,0.7800,
2012/02/06,0.7600,
2012/02/07,0.8200,
2012/02/08,0.8200,
2012/02/09,0.8600,
2012/02/10,0.8100,
2012/02/13,0.8500,
2012/02/14,0.8100,
2012/02/15,0.8100,
2012/02/16,0.8700,
2012/02/17,0.8800,
2012/02/21,0.9200,
2012/02/22,0.8800,
2012/02/23,0.8800,
2012/02/24,0.8900,
2012/02/27,0.8400,
2012/02/28,0.8400,
2012/02/29,0.8700,
2012/03/01,0.8900,
2012/03/02,0.8400,
2012/03/05,0.8700,
2012/03/06,0.8300,
2012/03/07,0.8500,
2012/03/08,0.8900,
2012/03/09,0.9000,
2012/03/12,0.9200,
2012/03/13,0.9900,
2012/03/14,1.1300,
2012/03/15,1.1100,
2012/03/16,1.1300,
2012/03/19,1.2000,
2012/03/20,1.2200,
2012/03/21,1.1500,
2012/03/22,1.1300,
2012/03/23,1.1000,
2012/03/26,1.0900,
2012/03/27,1.0400,
2012/03/28,1.0500,
2012/03/29,1.0100,
2012/03/30,1.0400,
2012/04/02,1.0300,
2012/04/03,1.1000,
2012/04/04,1.0500,
2012/04/05,1.0100,
2012/04/06,0.8900,
2012/04/09,0.9000,
2012/04/10,0.8500,
2012/04/11,0.8900,
2012/04/12,0.9000,
2012/04/13,0.8600,
2012/04/16,0.8500,
2012/04/17,0.8800,
2012/04/18,0.8600,
2012/04/19,0.8400,
2012/04/20,0.8600,
2012/04/23,0.8300,
2012/04/24,0.8600,
2012/04/25,0.8600,
2012/04/26,0.8300,
2012/04/27,0.8200,
2012/04/30,0.8200,
2012/05/01,0.8400,
2012/05/02,0.8200,
2012/05/03,0.8200,
2012/05/04,0.7800,
2012/05/07,0.7900,
2012/05/08,0.7700,
2012/05/09,0.7700,
2012/05/10,0.7900,
2012/05/11,0.7500,
2012/05/14,0.7300,
2012/05/15,0.7400,
2012/05/16,0.7500,
2012/05/17,0.7400,
2012/05/18,0.7500,
2012/05/21,0.7500,
2012/05/22,0.7800,
2012/05/23,0.7400,
2012/05/24,0.7700,
2012/05/25,0.7600,
2012/05/29,0.7600,
2012/05/30,0.6900,
2012/05/31,0.6700,
2012/06/01,0.6200,
2012/06/04,0.6800,
2012/06/05,0.6800,
2012/06/06,0.7300,
2012/06/07,0.7200,
2012/06/08,0.7100,
2012/06/11,0.6900,
2012/06/12,0.7500,
2012/06/13,0.7100,
2012/06/14,0.7300,
2012/06/15,0.6800,
2012/06/18,0.6900,
2012/06/19,0.7100,
2012/06/20,0.7400,
2012/06/21,0.7300,
2012/06/22,0.7600,
2012/06/25,0.7200,
2012/06/26,0.7500,
2012/06/27,0.7300,
2012/06/28,0.6900,
2012/06/29,0.7200,
2012/07/02,0.6700,
2012/07/03,0.6900,
2012/07/05,0.6800,
2012/07/06,0.6400,
2012/07/09,0.6300,
2012/07/10,0.6300,
2012/07/11,0.6400,
2012/07/12,0.6300,
2012/07/13,0.6300,
2012/07/16,0.6000,
2012/07/17,0.6200,
2012/07/18,0.6000,
2012/07/19,0.6200,
2012/07/20,0.5900,
2012/07/23,0.5700,
2012/07/24,0.5700,
2012/07/25,0.5600,
2012/07/26,0.5800,
2012/07/27,0.6500,
2012/07/30,0.6100,
2012/07/31,0.6000,
2012/08/01,0.6300,
2012/08/02,0.6100,
2012/08/03,0.6700,
2012/08/06,0.6500,
2012/08/07,0.7100,
2012/08/08,0.7300,
2012/08/09,0.7400,
2012/08/10,0.7100,
2012/08/13,0.7100,
2012/08/14,0.7500,
2012/08/15,0.8000,
2012/08/16,0.8300,
2012/08/17,0.8100,
2012/08/20,0.8000,
2012/08/21,0.8000,
2012/08/22,0.7100,
2012/08/23,0.7100,
2012/08/24,0.7200,
2012/08/27,0.7000,
2012/08/28,0.6900,
2012/08/29,0.6900,
2012/08/30,0.6600,
2012/08/31,0.5900,
2012/09/04,0.6200,
2012/09/05,0.6200,
2012/09/06,0.6800,
2012/09/07,0.6400,
2012/09/10,0.6600,
2012/09/11,0.6700,
2012/09/12,0.7000,
2012/09/13,0.6500,
2012/09/14,0.7200,
2012/09/17,0.7300,
2012/09/18,0.7100,
2012/09/19,0.7000,
2012/09/20,0.7000,
2012/09/21,0.6800,
2012/09/24,0.6800,
2012/09/25,0.6600,
2012/09/26,0.6300,
2012/09/27,0.6400,
2012/09/28,0.6200,
2012/10/01,0.6200,
2012/10/02,0.6100,
2012/10/03,0.6100,
2012/10/04,0.6300,
2012/10/05,0.6700,
